Tree	Node A-upos	Node B-upos	Node C-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
ADP <case NOUN >nmod PRON	ADP	NOUN	PRON	4	15.0	ABC	pattern {B [upos=NOUN]; A [upos=ADP]; C [upos=PRON]; B -[case]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
SYM <dep NOUN >dep SYM	SYM	NOUN	SYM	4	15.0	ABC	pattern {B [upos=NOUN]; A [upos=SYM]; C [upos=SYM]; B -[dep]-> A; B -[dep]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSYM%5D%3B%20C%20%5Bupos%3DSYM%5D%3B%20B%20-%5Bdep%5D-%3E%20A%3B%20B%20-%5Bdep%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
SCONJ <case NOUN >nmod PROPN	SCONJ	NOUN	PROPN	4	15.0	ABC	pattern {B [upos=NOUN]; A [upos=SCONJ]; C [upos=PROPN]; B -[case]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSCONJ%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >conj (CCONJ <cc ADJ)	NOUN	CCONJ	ADJ	3	11.2	ABC	pattern {A [upos=NOUN]; C [upos=ADJ]; B [upos=CCONJ]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
ADJ <amod NOUN >amod ADJ	ADJ	NOUN	ADJ	3	11.2	ABC	pattern {B [upos=NOUN]; A [upos=ADJ]; C [upos=ADJ]; B -[amod]-> A; B -[amod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bamod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (NOUN <nmod NOUN)	NOUN	NOUN	NOUN	3	11.2	ABC	pattern {A [upos=NOUN]; C [upos=NOUN]; B [upos=NOUN]; A -[nmod]-> C; C -[nmod]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >conj (SYM <cc NOUN)	NOUN	SYM	NOUN	3	11.2	ABC	pattern {A [upos=NOUN]; C [upos=NOUN]; B [upos=SYM]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DSYM%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (X <nmod PROPN)	NOUN	X	PROPN	3	11.2	ABC	pattern {A [upos=NOUN]; C [upos=PROPN]; B [upos=X]; A -[nmod]-> C; C -[nmod]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DX%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
(DET <advmod ADJ) <amod NOUN	DET	ADJ	NOUN	3	11.2	ABC	pattern {C [upos=NOUN]; B [upos=ADJ]; A [upos=DET]; C -[amod]-> B; B -[advmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
CCONJ <cc NOUN >amod ADJ	CCONJ	NOUN	ADJ	3	11.2	ABC	pattern {B [upos=NOUN]; A [upos=CCONJ]; C [upos=ADJ]; B -[cc]-> A; B -[amod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bcc%5D-%3E%20A%3B%20B%20-%5Bamod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
PUNCT <punct NOUN <nmod NOUN	PUNCT	NOUN	NOUN	3	11.2	ABC	pattern {C [upos=NOUN]; A [upos=PUNCT]; B [upos=NOUN]; C -[punct]-> A; C -[nmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20-%5Bpunct%5D-%3E%20A%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NUM <nummod NOUN >amod ADJ	NUM	NOUN	ADJ	3	11.2	ABC	pattern {B [upos=NOUN]; A [upos=NUM]; C [upos=ADJ]; B -[nummod]-> A; B -[amod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20B%20-%5Bamod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(PRON <nmod ADJ) <amod NOUN	PRON	ADJ	NOUN	3	11.2	ABC	pattern {C [upos=NOUN]; B [upos=ADJ]; A [upos=PRON]; C -[amod]-> B; B -[nmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Bnmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
NOUN >appos (PUNCT <punct NOUN)	NOUN	PUNCT	NOUN	3	11.2	ABC	pattern {A [upos=NOUN]; C [upos=NOUN]; B [upos=PUNCT]; A -[appos]-> C; C -[punct]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20A%20-%5Bappos%5D-%3E%20C%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PUNCT <punct PROPN <nmod NOUN	PUNCT	PROPN	NOUN	3	11.2	ABC	pattern {C [upos=NOUN]; A [upos=PUNCT]; B [upos=PROPN]; C -[punct]-> A; C -[nmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20-%5Bpunct%5D-%3E%20A%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
SCONJ <case NOUN >nummod NUM	SCONJ	NOUN	NUM	3	11.2	ABC	pattern {B [upos=NOUN]; A [upos=SCONJ]; C [upos=NUM]; B -[case]-> A; B -[nummod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSCONJ%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnummod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
CCONJ <cc NOUN >nummod NUM	CCONJ	NOUN	NUM	3	11.2	ABC	pattern {B [upos=NOUN]; A [upos=CCONJ]; C [upos=NUM]; B -[cc]-> A; B -[nummod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20B%20-%5Bcc%5D-%3E%20A%3B%20B%20-%5Bnummod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (ADP <case NUM)	NOUN	ADP	NUM	2	7.5	ABC	pattern {A [upos=NOUN]; C [upos=NUM]; B [upos=ADP]; A -[nmod]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
SYM <dep NUM <nummod NOUN	SYM	NUM	NOUN	2	7.5	ABC	pattern {C [upos=NOUN]; A [upos=SYM]; B [upos=NUM]; C -[dep]-> A; C -[nummod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSYM%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20-%5Bdep%5D-%3E%20A%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
(ADV >fixed ADP) <case NOUN	ADV	ADP	NOUN	2	7.5	ABC	pattern {C [upos=NOUN]; A [upos=ADV]; B [upos=ADP]; C -[case]-> A; A -[fixed]-> B; C >> A; A << B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
ADV <advmod NOUN >nmod PROPN	ADV	NOUN	PROPN	2	7.5	ABC	pattern {B [upos=NOUN]; A [upos=ADV]; C [upos=PROPN]; B -[advmod]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
SCONJ <cc ADJ <amod NOUN	SCONJ	ADJ	NOUN	2	7.5	ABC	pattern {C [upos=NOUN]; A [upos=SCONJ]; B [upos=ADJ]; C -[cc]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSCONJ%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
DET <det ADP <case NOUN	DET	ADP	NOUN	2	7.5	ABC	pattern {C [upos=NOUN]; A [upos=DET]; B [upos=ADP]; C -[det]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Bdet%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (X >flat:foreign X)	NOUN	X	X	2	7.5	ABC	pattern {A [upos=NOUN]; B [upos=X]; C [upos=X]; A -[nmod]-> B; B -[flat:foreign]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DX%5D%3B%20C%20%5Bupos%3DX%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bflat%3Aforeign%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(DET <det NUM) <nummod NOUN	DET	NUM	NOUN	2	7.5	ABC	pattern {C [upos=NOUN]; B [upos=NUM]; A [upos=DET]; C -[nummod]-> B; B -[det]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
PART <advmod ADV <advmod NOUN	PART	ADV	NOUN	2	7.5	ABC	pattern {C [upos=NOUN]; A [upos=PART]; B [upos=ADV]; C -[advmod]-> A; C -[advmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (PROPN <nmod PROPN)	NOUN	PROPN	PROPN	2	7.5	ABC	pattern {A [upos=NOUN]; C [upos=PROPN]; B [upos=PROPN]; A -[nmod]-> C; C -[nmod]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >advmod (ADP <case ADV)	NOUN	ADP	ADV	2	7.5	ABC	pattern {A [upos=NOUN]; C [upos=ADV]; B [upos=ADP]; A -[advmod]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20A%20-%5Badvmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
CCONJ <cc ADV <advmod NOUN	CCONJ	ADV	NOUN	2	7.5	ABC	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=ADV]; C -[cc]-> A; C -[advmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PUNCT <punct NOUN >nmod DET	PUNCT	NOUN	DET	2	7.5	ABC	pattern {B [upos=NOUN]; A [upos=PUNCT]; C [upos=DET]; B -[punct]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20C%20%5Bupos%3DDET%5D%3B%20B%20-%5Bpunct%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (PROPN >flat:name X)	NOUN	PROPN	X	2	7.5	ABC	pattern {A [upos=NOUN]; B [upos=PROPN]; C [upos=X]; A -[nmod]-> B; B -[flat:name]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DX%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bflat%3Aname%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
ADP <case ADV <advmod NOUN	ADP	ADV	NOUN	2	7.5	ABC	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=ADV]; C -[case]-> A; C -[advmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (CCONJ <cc NOUN)	NOUN	CCONJ	NOUN	2	7.5	ABC	pattern {A [upos=NOUN]; C [upos=NOUN]; B [upos=CCONJ]; A -[nmod]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
X <cc ADJ <amod NOUN	X	ADJ	NOUN	2	7.5	ABC	pattern {C [upos=NOUN]; A [upos=X]; B [upos=ADJ]; C -[cc]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DX%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
